Secs_since_last_brk,Z1_0,CS1_0,IBIS_ACC-1_0,RULParts
15880404,2.073470592,1.028772831,0.656156301,2095
4848997,1.826013088,0.968801081,0.634666324,8233
1639250,2.047294617,1.011154175,0.678471684,18414
20682615,2.056827307,0.968385756,0.67278707,49
6602072,1.836859941,0.982829928,0.634339333,8233
2989951,2.043167114,1.009233356,0.685858071,18414
18938167,2.136833191,0.995042026,0.665965378,49
5403504,1.844095945,0.975556612,0.636612356,8233
10745596,1.932890773,0.991464734,0.646110535,6187
17072300,2.083152056,1.014397383,0.656812847,49
3202,1.875247836,1.004200935,0.671968281,1350
11488571,1.82531333,0.978036225,0.643277168,6187
2198989,1.730326176,0.985387564,0.634676516,8233
6596925,1.641842842,0.983349264,0.634488583,8233
9644780,1.83624351,0.93813473,0.638076723,6187
1850332,1.99490273,1.001099467,0.679205418,18414
18585788,2.043373585,0.987620354,0.667421639,49
16281482,1.951866269,0.989119768,0.654561341,2095
16742011,2.052644014,1.032284737,0.659588695,2095
18936997,2.166880131,1.009920835,0.665022314,49
1734757,1.754858851,0.965791285,0.629536927,8233
18534229,2.066016674,1.003455997,0.665747106,49
17993465,2.106003761,0.982473016,0.661872923,49
7715117,1.931104898,0.984367311,0.689888954,16368
26331,2.0360322,1.003268957,0.67586273,18414
123080,1.694509625,0.996984661,0.626696289,8233
20149403,1.977659225,0.934652448,0.670424402,49
5882337,1.721593738,0.989811957,0.637669325,8233
7291406,1.962290287,0.983219564,0.686416507,16368
17041206,2.119960308,1.003385544,0.658620298,49
19930365,2.061873913,0.967309892,0.669264555,49
12093582,1.806082726,0.9243083,0.646548867,4141
703136,2.034852505,1.013132691,0.675316811,18414
515329,1.975568414,1.011417985,0.678425431,18414
7733744,1.873462081,0.954246759,0.637158692,8233
20000049,2.027237415,0.942463577,0.669431448,49
16733343,2.045152903,1.040407538,0.663306415,2095
13836744,1.875639439,0.972772479,0.651833951,4141
18264057,2.062467098,0.999857187,0.665300012,49
11557724,1.784635782,0.982958019,0.645988703,6187
11686762,1.904112697,0.975185692,0.646469235,6187
18780955,2.035273314,0.995706022,0.666534424,49
1812602,2.006700277,1.008940697,0.678806663,18414
16414347,2.191692591,1.007623553,0.659230769,2095
6080057,2.054074049,0.967767894,0.686193883,16368
1238614,2.099238634,0.979211807,0.676066756,18414
18038636,2.182632446,1.005141258,0.665326774,49
7667655,1.948601723,0.970030606,0.686532378,16368
4206612,1.807795644,0.998888373,0.638072014,8233
5424374,1.872148633,0.979502916,0.636913359,8233
14990132,1.914400101,0.962324142,0.652502477,2095
1659949,2.103971243,1.012049079,0.682228982,18414
7235651,1.933005333,0.968549132,0.687113464,16368
21169052,2.029706955,1.00361824,0.67337358,49
22299339,2.001114368,1.015140414,0.674180806,49
1817077,2.007576942,0.991813242,0.676732123,18414
7101971,1.906799555,0.987150073,0.691846073,16368
3460429,1.962471485,1.01565361,0.682177365,18414
6212329,1.576853514,0.979638577,0.636472464,8233
16767455,2.03426075,1.025044799,0.657400131,2095
7930427,1.887008309,0.937682152,0.688476563,16368
9768788,1.88670361,0.986586809,0.645241916,6187
8874347,1.9895432,0.935506344,0.687689126,16368
4318170,1.80595088,0.958510935,0.637192667,8233
6680776,1.797112703,1.009910226,0.635958612,8233
7901946,1.968787432,0.941309631,0.687993169,16368
7227145,1.831231713,0.935333252,0.638745844,8233
10125247,1.840850592,0.977214277,0.645203173,6187
15761106,2.12998724,0.986495554,0.657486022,2095
4853418,1.82740283,0.975844204,0.634374857,8233
20137449,2.086659908,0.973805904,0.671308875,49
4666870,1.99958837,0.973098159,0.688031197,16368
10925836,1.912417769,0.990867615,0.649742782,6187
6605918,1.803436518,0.995579243,0.635397255,8233
17442585,2.040609837,1.009066463,0.654896319,49
5985787,1.777524471,0.999245107,0.640728235,8233
7106469,1.919445276,0.975965261,0.683371842,16368
18944597,2.092294216,1.011303782,0.664690673,49
9692541,1.856518626,0.948765755,0.642033339,6187
20559962,1.951325297,0.945868969,0.670672059,49
3005338,2.023106337,1.017759204,0.684035242,18414
1834138,1.871542096,1.003570318,0.678387284,18414
10131323,1.809563398,0.998930275,0.646460176,6187
1806249,2.006431103,1.004742622,0.674666941,18414
4940375,1.82092607,0.955226183,0.641567528,8233
1835627,1.931730866,0.995265245,0.679310679,18414
18812109,2.100535631,0.99011904,0.667680621,49
2835577,2.037069559,1.006742477,0.684052825,18414
4824376,1.758583903,0.959368706,0.634175539,8233
7821853,1.924768806,0.99102968,0.687002242,16368
16342451,2.01539278,1.027088165,0.654753089,2095
1088668,2.148355961,1.00024128,0.675783217,18414
7332215,1.887967348,0.99094826,0.688850284,16368
2908832,1.823337317,1.003584146,0.683835685,18414
22306453,1.983746171,1.010284901,0.674314439,49
1333918,1.626633883,1.007223845,0.631017983,8233
4090945,1.615291357,0.9567312,0.635467529,8233
8426811,1.888564944,0.931656718,0.640962839,8233
14541925,1.887506962,0.967888057,0.654076576,2095
6059831,1.907332897,0.982481956,0.687562287,16368
1982097,1.68745482,0.941793501,0.631708205,8233
11425129,1.842551589,1.010740876,0.65046072,6187
16335380,2.152767181,1.015445113,0.65555048,2095
16821087,2.092211485,1.01713264,0.658755839,2095
7714883,1.931067586,0.98935461,0.689761221,16368
14972927,1.813742876,0.956399143,0.65271455,2095
4717896,1.790661931,0.979420781,0.632077098,8233
2396381,1.783685327,0.995368481,0.628974199,8233
7113548,1.83332479,0.951695442,0.638477325,8233
4322572,1.794305563,0.966121197,0.633798957,8233
15646180,2.015522003,0.973954737,0.656603038,2095
7073583,1.738017321,0.95690465,0.637834311,8233
20501394,2.025334835,0.936417878,0.672009468,49
22234613,2.03924489,1.000688791,0.673556924,49
2392381,1.675254464,0.990252912,0.630513787,8233
11577146,1.857555985,0.978582978,0.64593339,6187
7140264,1.936590791,0.961126149,0.685179949,16368
18580796,2.074451685,1.010769963,0.665778995,49
16732396,2.030850887,1.012519121,0.665061116,2095
1629672,1.674009919,0.955841541,0.629474521,8233
4573765,1.742224574,1.00498867,0.690229654,16368
18022102,2.171104193,0.994976282,0.66021359,49
1749926,1.6174196,0.944906056,0.633220851,8233
7840585,1.79241097,0.943925023,0.686706901,16368
11568977,1.862210751,0.99933368,0.645872533,6187
714591,2.078674555,1.012202263,0.677727938,18414
17641454,2.034354687,0.990782738,0.657928109,49
1264273,2.131418228,0.985597074,0.676769316,18414
17628965,2.080396652,0.989559412,0.657899797,49
10925367,1.960736394,0.975993633,0.650547087,6187
5924322,1.793743849,1.000758886,0.635681391,8233
12207792,1.936978102,0.932711244,0.645069778,4141
8429407,1.897661805,0.940545201,0.638777971,8233
9575660,1.895926237,0.96236974,0.641115785,6187
11415405,1.722158074,0.99682349,0.649721384,6187
9490311,1.830319524,0.934550464,0.644212067,6187
22225642,1.980309844,0.992527187,0.675083876,49
7024007,1.830712676,0.982613146,0.687788904,16368
425831,2.011382341,1.011706352,0.671881795,18414
17691058,1.859874964,0.975939691,0.656229973,49
3644568,2.07822752,1.001465678,0.685423911,18414
6560394,1.848413706,0.984371126,0.635203779,8233
21016165,1.998662472,0.955867648,0.672344625,49
19235735,1.861134052,0.924300909,0.666969836,49
18267850,2.081636429,1.007851124,0.664238989,49
112059,1.646699786,0.96813035,0.628676176,8233
16725723,1.966109872,0.991799116,0.66274637,2095
17011399,1.994441032,1.006580353,0.658036888,2095
20465146,2.020985365,0.977504969,0.669897377,49
4700365,1.642445445,0.956567526,0.636963844,8233
4843978,1.834789872,0.975335419,0.635396838,8233
18046048,2.153297186,1.01064837,0.661356568,49
15749210,2.152683496,0.976060331,0.657307565,2095
4910606,1.771455884,0.956500173,0.633353651,8233
2390928,1.632465005,0.985831916,0.628907263,8233
2400684,2.055157185,1.003664613,0.680696487,18414
602070,2.129495144,1.03060925,0.675008833,18414
11023668,1.855952144,1.004535913,0.647974849,6187
19286875,1.995592713,0.932590485,0.663910687,49
11646131,1.8177917,0.972248971,0.648054004,6187
5965528,1.745710611,0.995800316,0.639779925,8233
631168,2.044665337,0.994677782,0.671883464,18414
15041025,1.861292243,0.979453981,0.656263888,2095
16864196,2.057692528,1.001908541,0.653654993,2095
4155739,1.900176048,0.970003247,0.637266457,8233
7676846,1.943897486,0.970932722,0.689171255,16368
6739802,1.860519171,0.960474253,0.683754981,16368
9754391,1.934780002,0.999654889,0.644257784,6187
1631084,2.118881702,0.999980509,0.675536036,18414
508461,2.012406826,1.021134853,0.674176931,18414
475372,1.993749857,1.020540476,0.676480591,18414
2393806,1.703593016,0.98300612,0.631089449,8233
4924198,1.791312575,0.97243011,0.632857561,8233
20566697,2.009771347,0.935717642,0.669127107,49
19391822,2.038770676,0.936360836,0.669873774,49
18257185,2.113394499,0.987021506,0.663222432,49
4899455,1.76821208,0.972118974,0.633370757,8233
1667333,1.749479294,0.939485908,0.629247427,8233
11636880,1.543429375,0.971087694,0.644611597,6187
10760783,1.901226997,0.966966152,0.645848155,6187
11908492,1.673311591,0.947068155,0.648397148,6187
2000798,1.751579642,0.964237928,0.632976592,8233
30557,1.780451298,0.993206978,0.627874076,8233
9182533,1.894204736,0.947092593,0.640425563,6187
5325972,1.713532925,1.001274586,0.637512028,8233
7667421,1.935382247,0.990722477,0.686331689,16368
10094854,1.869747996,0.998446882,0.641792953,6187
1604400,2.048159838,0.995730639,0.678635418,18414
6008181,2.045933247,0.983599722,0.687578201,16368
19304160,2.09463954,0.932249606,0.662105918,49
15896915,2.141103268,0.99744463,0.656337798,2095
2363722,1.65710628,0.970277309,0.628655672,8233
16823421,2.066987991,1.01030612,0.659346521,2095
16408390,2.094292402,1.012946367,0.659122884,2095
18532818,2.156529188,0.996317387,0.665548623,49
18884277,2.039069891,0.996491075,0.664645016,49
6086893,1.994274259,0.971342087,0.688774884,16368
8974147,1.844976783,0.955913424,0.69060719,16368
9640296,1.877264857,0.942339003,0.643204927,6187
6767225,1.86537981,0.993619084,0.635708749,8233
17978554,2.111390114,0.988832116,0.664131522,49
6223342,1.84774673,0.978133559,0.635473609,8233
617039,1.86527741,1.024840117,0.675036192,18414
12083701,1.782799959,0.933399439,0.647084773,4141
10133915,1.84399879,0.987158597,0.644482076,6187
3729117,1.827126265,0.96479404,0.687690854,18414
8426576,1.905591726,0.91892463,0.640499175,8233
7378978,1.604782343,0.961181223,0.686941087,16368
6006713,1.808827996,0.992027402,0.63633287,8233
519884,2.046611786,1.025426149,0.678635716,18414
12270537,1.984446406,0.945796549,0.65079248,4141
7233715,1.851551294,0.942988098,0.6378479,8233
6775408,1.826689124,0.952356875,0.635451257,8233
7066780,1.841755152,0.962057889,0.638507426,8233
113362,1.600770235,0.956064582,0.628462017,8233
4873176,1.808189631,0.958180785,0.633938134,8233
6516169,1.872620463,1.001502395,0.636429489,8233
4641807,2.039586067,0.975415945,0.6887784,16368
5428549,1.917446613,1.002612472,0.636862636,8233
18766165,2.069292545,0.993376553,0.662647426,49
6610328,1.86856401,0.976392925,0.636688173,8233
10095379,1.780475736,0.948792517,0.690288901,16368
3031046,2.117344618,1.001927733,0.684459567,18414
17360134,2.00947547,1.008170724,0.662766874,49
20540889,1.986924171,0.9554618,0.67249316,49
17436414,2.053139925,1.006476521,0.653542459,49
11624602,1.686490774,0.950580001,0.646885872,6187
8825436,1.950185776,0.959979177,0.687244475,16368
9705977,1.728835225,0.969944894,0.644644797,6187
22301556,2.005310297,1.010139704,0.676128447,49
19314268,1.985825181,0.928299308,0.662853718,49
4165748,2.063243866,0.953724086,0.634821773,8233
1723326,1.590302825,0.958817124,0.628877759,8233
9121298,1.780652046,0.94289577,0.642537057,6187
4135691,1.793859005,0.9659729,0.635996401,8233
3455187,1.92530477,1.032269001,0.684303522,18414
2373375,1.617123604,0.958505332,0.629111707,8233
6731489,1.807764769,0.98230511,0.688367069,16368
1669681,1.787010431,0.967666209,0.631731331,8233
8338034,1.915173173,0.945960343,0.687774122,16368
17590421,1.987884164,0.991792023,0.655546486,49
11373443,1.702283859,0.98127532,0.648278773,6187
3528724,2.210526466,1.025127172,0.682543635,18414
5862725,1.776327252,0.997086704,0.637697279,8233
18080028,2.136203766,1.009918332,0.662288487,49
14296979,1.863887906,0.984053135,0.657093465,4141
14993403,1.887512803,0.960001767,0.654807329,2095
6437378,1.761173964,0.996457458,0.637137294,8233
10893721,1.923801422,0.989960611,0.64488095,6187
1741743,2.052831888,1.016172528,0.676732242,18414
5415120,1.970431447,0.989192605,0.634856939,8233
17367640,2.029981613,1.01740396,0.661771119,49
7166276,1.890556931,0.983496904,0.687533438,16368
17375043,2.114866257,1.019350529,0.661752522,49
19805938,1.924468517,0.93385464,0.666595221,49
1265564,2.087966919,0.983621836,0.674886286,18414
8334667,1.956796408,0.952135324,0.687540054,16368
21069234,2.036218882,1.011861086,0.669528365,49
31964,2.030743599,1.010177851,0.676343739,18414
9114824,1.884445429,0.930482328,0.643773198,6187
14997605,1.814920306,0.956794739,0.653566957,2095
17046381,2.097383022,1.007803679,0.658094406,49
19419113,2.059488297,0.92935276,0.666996717,49
11683243,1.87630868,0.963043094,0.649302423,6187
19141823,2.079802752,1.010951757,0.664832115,49
4858706,1.831942677,0.95411104,0.636743844,8233
16800846,2.016555309,1.021841049,0.656800151,2095
6051500,1.828739882,0.997108877,0.685781419,16368
16250161,1.994560838,1.012979388,0.656479836,2095
71824,1.575557947,0.962472379,0.626226902,8233
16252144,2.042398453,1.010265231,0.655968428,2095
21163092,1.997152925,1.00698626,0.672459602,49
6566395,1.903302431,0.963248014,0.685578525,16368
12088793,1.815933466,0.927425206,0.649764001,4141
19138543,2.055724144,0.992131591,0.662552476,49
21079229,2.063480616,1.00439024,0.670868039,49
740025,2.03776145,1.02082026,0.676849484,18414
19351894,2.090996027,0.934391201,0.663151324,49
18837292,2.176734924,1.007011414,0.667325318,49
7379469,1.673658133,0.982525885,0.684144676,16368
9253490,1.828066945,0.962336779,0.646120906,6187
16405001,2.160933971,1.007022619,0.658096135,2095
5380411,1.934005022,0.972678185,0.635361195,8233
20668808,1.938882947,0.959587634,0.669105768,49
19955935,2.058161497,0.953194976,0.668194294,49
12278676,1.820914507,0.947284758,0.649926782,4141
7363441,1.913944602,0.989675701,0.683523893,16368
16404066,2.115975618,1.012428999,0.658304155,2095
8928614,1.914832711,0.942836046,0.690427065,16368
15662610,1.967037559,0.984241545,0.655481815,2095
575087,2.103321314,1.016701698,0.678147793,18414
2887115,1.94406867,1.014466643,0.683345377,18414
8279649,1.820837021,0.947799444,0.690512776,16368
17651110,2.076351166,1.003359795,0.657959819,49
583026,2.120627165,1.005420685,0.677205622,18414
18314255,2.106145859,0.997035682,0.66203481,49
6667504,1.882497191,1.011903286,0.635259449,8233
4702968,1.696877599,0.951273978,0.635659575,8233
4655088,1.792686462,0.956390679,0.631956279,8233
2513142,2.003305435,0.993748844,0.677531064,18414
20638579,2.009605169,0.955366313,0.670353532,49
20569574,2.011775255,0.945974708,0.672761321,49
2914258,2.033755302,1.007801771,0.682706535,18414
19827290,1.977661014,0.946512103,0.664899588,49
20035485,2.075747967,0.952721775,0.664897382,49
11386287,1.811208606,1.002744555,0.650299132,6187
8453857,1.907212853,0.964707792,0.690705776,16368
18030258,2.172669649,0.998613417,0.660891652,49
1600638,2.045107365,1.004997492,0.679651558,18414
15002078,1.87705195,0.973436236,0.655482769,2095
21162093,1.996677399,1.011372089,0.672635853,49
14366421,1.96822834,0.980195999,0.651767194,4141
7061515,1.763875008,0.970932424,0.637568057,8233
14992105,1.843097568,0.968827009,0.655236959,2095
6755822,1.841705322,0.978501499,0.683053553,16368
3023354,1.997240186,1.014338493,0.686240196,18414
6774409,1.822712183,0.954118013,0.634729862,8233
11620894,1.803195596,0.975850224,0.647325516,6187
4133063,1.783532381,0.968789756,0.634307742,8233
733644,2.10593462,1.013786435,0.679485083,18414
8980579,1.80759573,0.962292552,0.691259742,16368
17360367,2.00801897,0.998864233,0.659705877,49
19922539,2.015670061,0.963462353,0.66845721,49
20499238,2.009264469,0.967078567,0.670617819,49
25598,2.053721189,0.993755877,0.675005376,18414
7339809,1.78346324,0.963589609,0.685477138,16368
2355944,1.47117269,0.960734367,0.630911529,8233
1837751,1.963776469,1.005248189,0.679820061,18414
5920329,1.693636656,1.011563182,0.63839227,8233
4866808,1.826121092,0.96252954,0.63315022,8233
10894422,1.945357084,0.989037693,0.644621313,6187
21145907,1.977169633,1.014241457,0.674400806,49
6575293,1.970055342,0.97998035,0.683795333,16368
32198,2.084757328,1.006806254,0.675128877,18414
7814844,1.893602014,0.976781666,0.686273634,16368
11680427,1.826187968,0.960359633,0.650710702,6187
7219313,1.87950933,0.95138073,0.634806812,8233
2007462,1.785522819,0.975655556,0.631415963,8233
9693733,1.866131306,0.958998382,0.642202199,6187
5882582,1.686724663,0.978833675,0.638344765,8233
16872198,2.056670189,1.026360154,0.659185827,2095
476544,1.998266816,1.020710468,0.676476896,18414
2325983,2.000256538,0.994948447,0.679026544,18414
4404891,1.666375518,0.959630311,0.632758141,8233
631647,2.081300735,1.007931828,0.672845483,18414
8340004,1.885340691,0.952322006,0.687886298,16368
1022967,2.018733978,1.02463305,0.67754823,18414
14519652,1.849613547,0.967057168,0.653369725,4141
522954,2.031045914,1.018770695,0.679929078,18414
8343169,1.841650605,0.962461531,0.640805721,8233
6597168,1.704521298,0.988499105,0.637090266,8233
6612425,1.887888551,0.994643807,0.635164857,8233
59478,2.040952682,0.999324918,0.671517313,18414
18093924,2.130316734,0.995263755,0.662996054,49
2310198,2.020379305,0.999541879,0.678546369,18414
4139499,1.825373411,0.961748242,0.632344961,8233
20500913,2.007801533,0.965848863,0.671394765,49
9718927,1.884376526,0.971873701,0.642301917,6187
20023001,2.05048418,0.953523815,0.667105079,49
10893955,1.910576344,0.970322192,0.645132661,6187
22313659,2.009530783,0.985287309,0.672053874,49
15051070,1.91684258,0.985945284,0.655085146,2095
15174999,1.967234135,0.963381708,0.654485762,2095
12283961,1.907065511,0.954953372,0.646266758,4141
8418564,1.729408383,0.941156268,0.688957572,16368
5972108,1.863803267,0.991093159,0.640700459,8233
18296857,1.989263177,1.003451943,0.665298939,49
1968655,1.604958653,0.973399103,0.63021642,8233
4375458,1.843251586,0.986535668,0.632171452,8233
6750456,1.961883187,0.990306914,0.684644103,16368
2518122,1.97435832,1.0173136,0.679451704,18414
4384538,1.825037718,0.956094623,0.630757272,8233
1040235,2.050723553,1.021556497,0.678748488,18414
4708104,1.788628697,0.960679293,0.634585977,8233
18337044,2.119300604,0.981761694,0.67082715,49
4139731,1.828706145,0.947722018,0.633408129,8233
3565922,1.999089479,0.962824881,0.683560014,18414
6621804,1.847755909,1.013346553,0.636300743,8233
702229,2.088544607,1.02299571,0.675934196,18414
11498395,1.901791096,0.973965406,0.650063038,6187
3006050,2.05177021,1.000216842,0.684353292,18414
4211038,1.819359541,0.97644949,0.636116862,8233
20503802,2.010911942,0.964565277,0.670302987,49
16767922,1.992726564,1.02017045,0.658457458,2095
8353017,1.795908332,0.970880747,0.63942647,8233
4202874,1.680618882,0.970810235,0.636163056,8233
5458755,1.794706464,0.984044075,0.63763541,8233
17411574,2.052522182,0.997001469,0.656202853,49
23448,2.066305161,1.010304213,0.673015714,18414
8350740,1.752190471,0.980367899,0.6394611,8233
16401752,2.092483759,1.018557072,0.654189229,2095
8532514,1.801256418,0.952437043,0.690105021,16368
6537115,1.814930081,1.008488417,0.635808527,8233
8983026,1.839037776,0.943006992,0.689553201,16368
10768237,1.812708259,0.994402647,0.64706862,6187
6645378,1.951411724,0.999432325,0.687950194,16368
19351190,2.102094173,0.927386105,0.663673997,49
15823425,1.953881741,1.026437879,0.656052351,2095
5344551,1.732765317,0.97520858,0.635306954,8233
16281978,1.97574532,0.9962762,0.657607973,2095
18050362,2.18704915,1.004305124,0.663203835,49
9788931,1.675662756,0.963169992,0.644066632,6187
16269876,1.971528411,1.007481694,0.656191468,2095
1613927,1.762323141,1.014490485,0.630510151,8233
15011585,1.85892868,0.986343265,0.658427596,2095
22304869,2.010795355,0.988436639,0.673079252,49
4673223,2.013555527,0.974762738,0.686834633,16368
7708598,1.923704624,1.005491734,0.686251283,16368
2293292,2.089946985,0.993774295,0.681792676,18414
4175185,2.158733606,0.937957048,0.638402462,8233
7294071,1.984261394,0.984839737,0.695618808,16368
3035983,2.145276785,0.999798536,0.68354249,18414
18306505,2.143308878,0.990637064,0.662227631,49
4856038,1.850919485,0.978745461,0.634813309,8233
20625717,1.989284754,0.962018609,0.672437251,49
6786546,1.930969954,0.982073605,0.687879384,16368
15052595,1.802079558,0.971467733,0.651773751,2095
22230377,2.054522038,1.007189751,0.67497021,49
22238188,2.01945734,1.010516047,0.673643649,49
17055097,2.030772209,0.995817542,0.656525612,49
1301724,2.16665411,0.998319924,0.674570084,18414
6737306,1.93358326,1.010823369,0.636948705,8233
21162561,1.997925878,1.00812161,0.671936989,49
22311247,1.984321117,0.991175592,0.670716524,49
15823904,1.93091011,1.000792503,0.656181812,2095
11649183,1.854865909,0.962643564,0.649579704,6187
10140258,1.8923316,0.996856034,0.644722641,6187
0,1.920987487,1.006895781,0.673618555,1350
6767457,1.88507545,1.012562037,0.638328075,8233
17360874,2.001389027,1.022718906,0.660588324,49
20495379,2.031889439,0.953398883,0.67155385,49
4161663,1.986992598,0.967731714,0.635135829,8233
8358537,1.857511044,0.961970925,0.640267074,8233
17064973,2.062174797,1.02926147,0.656619728,49
11649416,1.872311115,0.964349687,0.650044858,6187
15013303,1.909004807,0.971034825,0.656567514,2095
1592083,2.026337147,0.987203121,0.678266406,18414
7161597,1.804215431,0.972119391,0.638779759,8233
73098,1.854995012,0.992745519,0.672294736,18414
4645917,1.929391503,0.955829382,0.688637257,16368
6769549,1.9008919,1.013902307,0.634928286,8233
8860383,1.831379056,0.951581061,0.685909808,16368
6065253,2.025318146,0.991202712,0.687267363,16368
32205,1.83186841,0.979499519,0.628386259,8233
17644270,2.061098576,1.002877474,0.658501983,49
5356392,1.749833107,0.96799159,0.636411369,8233
19810413,1.982809663,0.938859582,0.666673958,49
9769037,1.864774704,0.985621572,0.644314528,6187
20671691,2.053951025,0.946163833,0.670409977,49
2448302,1.963226676,1.013421774,0.678328216,18414
19224862,1.920297503,0.923847437,0.666742086,49
7131851,1.839799643,0.970849872,0.687837243,16368
18940783,2.124141216,0.985283673,0.66370368,49
479465,1.994243503,1.011830926,0.674410164,18414
17618318,1.977157712,0.984715343,0.658454061,49
12197417,1.953597665,0.954736948,0.64407146,4141
18310263,2.131769657,0.987370014,0.664806545,49
8433173,1.939414978,0.938444555,0.639011383,8233
16865856,2.031309128,1.001104712,0.654702067,2095
20144350,1.999397635,0.956620574,0.670938075,49
2219726,1.780180573,0.961414576,0.629932106,8233
19934345,2.059083939,0.96463716,0.66919595,49
18322645,2.197321653,0.996755838,0.664650798,49
3595293,2.073198318,1.777722001,0.68348974,18414
18191681,2.150707245,1.001913548,0.659399807,49
11363728,1.666562557,0.982105792,0.649862468,6187
7807166,1.7689358,0.973348916,0.689856052,16368
1585833,1.995795131,0.982519507,0.680229723,18414
20451506,1.948229194,0.97210896,0.673628449,49
7904875,1.991959333,0.953202307,0.687884152,16368
3789007,1.68055737,0.962732673,0.633247018,8233
8323395,1.8607651,0.945042551,0.689232886,16368
9750402,1.879954457,0.982824385,0.645332515,6187
15833313,1.881710887,1.001220584,0.658150196,2095
668431,2.081742048,1.01003015,0.676487267,18414
20080981,2.023840427,0.955116928,0.671517432,49
9720562,1.938741446,0.995832205,0.642665565,6187
90697,1.773343444,0.968746781,0.626441181,8233
4149375,1.885445714,0.959674358,0.636488974,8233
19462818,2.024419069,0.935494244,0.665545344,49
9662270,1.937594891,0.96315521,0.641725183,6187
7180683,1.788332939,0.97508949,0.68571794,16368
1681803,1.988367319,0.98877418,0.677655697,18414
8412017,1.888920665,0.957637966,0.6417557,8233
20476673,1.989201307,0.96547538,0.66955328,49
8871195,1.948570967,0.932930231,0.686461687,16368
18882813,2.129500389,1.010487795,0.661443412,49
2819726,1.833306074,0.994755745,0.684156716,18414
2956235,2.1185112,1.021499276,0.684660435,18414
16267224,1.970449567,0.970998704,0.656422555,2095
110995,1.648380995,0.98594296,0.628121614,8233
8924762,1.858359218,0.953568041,0.693498254,16368
5913555,1.721198082,0.964935899,0.682186425,16368
21897252,1.835416794,1.000849605,0.676635146,49
2448067,1.97315228,0.995067596,0.677635133,18414
16946346,2.010477066,0.987365603,0.659172654,2095
14418379,1.907938957,0.973199725,0.652546823,4141
19471824,1.929504871,0.946003854,0.662154734,49
1809066,2.034074306,1.000054479,0.677262306,18414
19210658,1.915545464,0.919079363,0.66442275,49
4226769,1.731675625,0.937868774,0.63410157,8233
4421738,1.814659953,0.97453469,0.631892622,8233
1603846,2.051964998,0.987074971,0.679128587,18414
15603683,1.900851727,0.98296684,0.654989421,2095
8302296,1.851179481,0.965441525,0.689650416,16368
14601373,2.074290514,0.998600364,0.652858973,2095
10112998,1.764279008,0.986897588,0.641205788,6187
19919519,2.00155592,0.937472701,0.671352088,49
8255539,1.770792603,0.97290045,0.689149439,16368
4222758,1.848351002,0.965755045,0.632885218,8233
109187,1.568724751,0.964421093,0.628600717,8233
20109788,2.08890605,0.955744863,0.66846329,49
19344167,2.062704086,0.93979466,0.662175477,49
16428358,2.040588617,1.003784776,0.661374092,2095
18790980,1.975250602,0.978506029,0.664814293,49
12174015,1.748212099,0.922693551,0.649382174,4141
1817325,1.982416987,1.004101157,0.681538999,18414
18721905,2.036103964,1.019716024,0.664409637,49
16799582,2.021656036,1.003353,0.655731142,2095
7097807,1.759065628,0.960365474,0.684761524,16368
17422016,2.023557901,1.008673191,0.65639466,49
3644333,2.06383872,0.979692638,0.685013056,18414
6079109,2.031728029,0.98282814,0.68810147,16368
1803632,2.021286726,0.999746263,0.676572144,18414
18932751,2.110545635,0.999783754,0.661810696,49
17335093,1.958895802,1.011876345,0.658012688,49
6807584,1.715350032,0.939586818,0.634339154,8233
3514645,2.135742188,1.004614949,0.682059824,18414
5023614,1.68714571,0.982868254,0.636798918,8233
4654913,1.996269584,0.971443772,0.687026799,16368
8367682,1.646650314,0.937042415,0.640390873,8233
4954358,1.826588631,0.963928163,0.637109816,8233
14983717,1.88086164,0.966567636,0.655552089,2095
458390,1.89169848,1.008087516,0.675801456,18414
17993220,2.07603097,1.006189346,0.660482824,49
18595610,1.974492431,0.986160934,0.666281521,49
20524617,2.050206661,0.975551426,0.670461357,49
5353379,1.800695181,0.989116549,0.638151944,8233
16446839,2.100934505,1.024210095,0.659252465,2095
5414196,1.946127772,0.997939885,0.633980036,8233
5969037,2.041344881,0.991701007,0.686631799,16368
18209104,2.085370779,0.990933716,0.66247052,49
7950093,1.918340683,0.959162593,0.688128829,16368
8329926,1.943560243,0.939545214,0.688680351,16368
1634690,2.080147028,0.988379478,0.677977502,18414
4177115,2.227555752,0.953305066,0.64044857,8233
116334,1.691591859,0.976840258,0.625917792,8233
16758829,1.895213485,1.000401139,0.655731022,2095
4695481,1.621073961,0.948373675,0.632432282,8233
2373144,1.609957457,0.958148479,0.629291236,8233
5413028,1.950144887,0.972932041,0.634238243,8233
17670372,2.090515852,0.992391825,0.657173634,49
2376753,1.618125081,0.985813141,0.629904747,8233
8946257,1.765265226,0.934630394,0.689977705,16368
12054197,1.878423333,0.931688011,0.650255501,4141
2926963,2.051952362,1.020893097,0.682986379,18414
8375055,1.854335785,0.970384479,0.641425073,8233
6145487,1.752449751,1.009163499,0.63776356,8233
4791143,1.791257501,0.965799093,0.634955108,8233
18838602,2.137383223,0.995673299,0.666884005,49
7146328,1.820241928,0.964440942,0.637835681,8233
5863833,1.80763495,0.999012589,0.636965036,8233
11414019,1.743247151,0.990933061,0.649950564,6187
17024072,2.019668341,0.997005284,0.657993495,2095
6808603,1.767708182,0.949033976,0.635063529,8233
